Product,P50,P75,P90
DMB(DA80/RT20)-Hub,43.71491505162169,47.16399937179358,51.37862567456262
DMB(DA80/RT20)-Busbar,43.83498697203882,47.26098680765906,51.66279871142846
RT_Busbar,43.28893308952193,47.67448011244181,55.36074018764697
DA_Busbar,43.88984851722995,47.20493032935514,51.40513244890093
RT_Hub,43.047056701262136,47.39252846447847,54.69153232475012
DA_Hub,43.74934969381077,47.146629951223325,51.12823034645217
